Statement,Label
"Whether you like to admit it or not, half our general revenue goes to education.",TRUE
Im the only one whos fought against developers draining the Everglades!,FALSE
Says Ron Johnson calls Social Security a Ponzi scheme and wants to privatize the program.,TRUE
"There are 31 other states and 10,000 other cities that have the same type of policies that we just passed, referring to North Carolinas House Bill 2.",TRUE
Climate change is directly related to the growth of terrorism.,FALSE
The jobs bill includes President Obamas tax on soup kitchens,FALSE
Says the Obama administration spent taxpayer dollars on electric cars in Finland (and) windmills in China.,FALSE
While Sarah was Mayor of Wasilla she tried to fire our highly respected City Librarian because the Librarian refused to consider removing from the library some books that Sarah wanted removed.,TRUE
"If Milwaukee approves reducing its maximum forfeiture for marijuana possession to $50, the city would have 23 different bicycle violations that have a higher forfeiture.",TRUE
We have more illegal immigrants here than we did five years ago.,FALSE
Says Rick Perry wrote a letter supporting Hillarycare.,FALSE
The U.S. Patent and Trademark Office received zero complaints about the Washington Redskins name.,FALSE
"The presidents health care proposals will cause most Americans to have their premiums increased, not decreased, and hundreds of millions of people lose their current insurance coverage.",FALSE
(Mexican immigrants) are more law-abiding than U.S. citizens and that is a statistic.,TRUE
Says Chris Christie vetoed a jobs package of 30 bills.,TRUE
There are already more American jobs in the solar industry than in coal mining.,TRUE
Says Illinois gubernatorial candidate Bill Bradys first priority after winning the primary was to sponsor a bill that would mass-euthanize sheltered dogs and cats in gas chambers.,TRUE
Barack Obama is in an economy thats only worsened since hes been president of the United States.,TRUE
"Romney failed to take action against ""sanctuary cities"" in Massachusetts.",TRUE
"Says New Jersey is down nearly 200,000 jobs from its pre-recession peak and with Gov. Chris Christie New Jersey has trailed the rest of America when it comes to unemployment for 12 consecutive months.",TRUE
Says Thomas Eric Duncan came into the United States with an elevated temperature.,FALSE
We have been in Afghanistan longer now than we have been in any foreign land conducting a war in our nations history.,TRUE
Gas prices have gone up $2 since Obama took office.,TRUE
Webster sponsored a bill to create a form of marriage that would trap women in abusive relationships.,TRUE
Says judges get better benefits at a lower cost than everybody else in the state.,TRUE
There are a lot of casinos across the country that have gone bankrupt.,TRUE
Small businesses create 70 percent of the jobs in America.,TRUE
"Seniors with coverage under Medicare Advantage will give up ""more than their share"" because of health care reform",TRUE
"Over 12,000 school kids were arrested in Florida. It makes Florida the nations leader in that area.",TRUE
If Texas were a country our economy would rank # 10...in the WORLD.,TRUE
There are more oil rigs in operation in the United States than the rest of the world combined.,FALSE
"Payday lenders profit from the poor by charging 1,000-plus percent interest.",TRUE
"The Social Security trust fund is sound. Without anything being done, it would function well into 2038; and even after that time with no changes, we could pay 80 percent of the benefits that people have earned.",TRUE
It is a commitment voters take very seriously: The only incumbent in Ohio to break his Pledge and vote for Ted Stricklands income tax hike was defeated soundly on Tuesday.,TRUE
The Obama administration shut down the Amber Alert program because of the government shutdown.,FALSE
The Republicans have 2 percent of the Muslim vote.,TRUE
"[W]e see Americas prison population exploding, with America having a greater percentage of its people behind bars than any other nation in the world!",TRUE
"Says that in a hearing, Rep. Gabrielle Giffords suggested to Gen. David Petraeus that the Army put more emphasis on less environmentally damaging methods, like stabbing or clubbing enemy forces in order to minimize the carbon output.",FALSE
"Every single one of the 41 Republican senators who just blocked a raise in the minimum wage will receive a $2,800 cost-of-living adjustment on January 1, 2015.",TRUE
"In Texas, the No. 1 name for new male babies many of whom will vote one day is Jose.",TRUE
Marco Rubio voted against authorizing President Obama to strike Syria after Assad used chemical weapons on his own people.,TRUE
"Under the Cash for Clunkers program, all we've got to do is ... go to a local junkyard, all you've got to do is tow it to your house. And you're going to get $4,500.",FALSE
Not one Republican has the guts to recognize that climate change is real.,FALSE
"While our people work longer hours for lower wages, almost all new income goes to the top 1 percent.",TRUE
David Dewhurst has a record of promoting an income tax.,FALSE
Point Pleasant Beach does not own its beaches; they are privately owned and operated by businesses such as Jenkinsons,TRUE
"In the past year, more than 20 percent of Americans have changed their mind about the war in Afghanistan. They conclude we shouldn't be there.",FALSE
"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.",FALSE
The state of Ohio has one of the lowest unemployment rates in the nation right now and is leading the pack in terms of job creation.,FALSE
Says Obama health reform law denies millions access to affordable insurance.,FALSE
Says HB2 hasnt moved the needle one iota on North Carolinas economy.,FALSE
Close to 30% of our federal prison population consists of illegal immigrants.,FALSE
Says Rick Scott called education not a core function of the state.,FALSE
"The Family Research Council, according to some government agencies, is a terrorist group.",FALSE
"Says Rep. Jim Weidner proposed a bill taking away health care for 80,000 of Oregons children.",TRUE
Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.,TRUE
Obamacare is the biggest tax increase in American history.,FALSE
You ... said that Barack Obama was not ready to be commander in chief.,TRUE
"The median male worker in this country has not seen a raise, inflation adjusted, for 30 years, basically.",TRUE
Milwaukee Mayor Tom Barrett has held the line on property taxes.,FALSE
Im the only member of the House of Representatives who raised most of his campaign funds in the last election from small contributions of less than $200.,TRUE
"Unlike the gridlock in Washington, more than 80 percent of the bills we passed during this General Assembly had bipartisan support.",TRUE
Josh Mandel is lying about his own record. The rating of Ohios investment fund has NOT improved.,FALSE
"Rick Scott took $200,000 from a family that leased land for drilling and now he is trying to hide from it.",TRUE
On how money from a possible lease of the Ohio Turnpike would be used,TRUE
"At the beginning of the last decade ... America had a budget surplus of over $200 billion. By the time I took office, we had a one-year deficit of over $1 trillion and projected deficits of $8 trillion over the next decade.",TRUE
"The president has had 1,540 of his nominations confirmed, only four defeated.",TRUE
U.S. taxpayers are being forced to fund Feisal Abdul Raufs trip to the Middle East.,TRUE
"Milwaukee County taxpayers paid $370,000 to settle a lawsuit over a decision by Sheriff David A. Clarke Jr. to use untrained corrections officers rather than deputies to patrol the lakefront.",FALSE
There are Justice Department policies against FBI Director James Comey discussing details of a federal investigation so close to an election.,TRUE
"Democratic presidents ""have been considerably more effective at creating private-sector jobs.""",TRUE
"Joe Biden ""voted against the first Gulf War. He opposed the surge. He wanted to partition Iraq.""",TRUE
Says Rush Limbaugh made it clear hed rather see the country fail than President Barack Obama succeed.,FALSE
One percent of the American people make over 21 percent of all the income in America. That wasnt the way before George Bush became president.,TRUE
"Military ""recruiting went on at Harvard every single day throughout the time (Kagan) was there.""",TRUE
"Says that under Rick Perrys plan, Texas has cut funding for public schools by 25%.",TRUE
"Says David Perdue wants to abolish the U.S. Department of Education, which would cost Georgia schools $1 billion a year and eliminate millions in student loans.",TRUE
The Paul Ryan budget proposal would privatize Medicare.,TRUE
High school students arrested on campus are twice as likely not to graduate and four times less likely to graduate if theyve appeared in court.,TRUE
The United States imprisons more than any nation in the world.,TRUE
Says Marco Rubio is the one for an open border.,FALSE
"...Over 30 years, federal spending on education has grown by 375 percent, but test scores remain flat.",TRUE
Says cuts to Medicare affect people who have already paid in. We paid for it.,FALSE
David Alameel is giving thousands of dollars to support the Republican Party candidates including John Cornyn and Greg Abbott.,FALSE
The American healthcare system burns 18 percent of our national GDP. Nobody else is close.,TRUE
Providences port is 200 miles closer to Europe than any other Eastern port.,FALSE
Says you need a photo ID to purchase Sudafed in Texas.,TRUE
Twenty percent of housing in Portlands Pearl District is affordable.,TRUE
"Says allowing the payroll tax holiday to expire would end up costing another estimated 900,000 jobs in 2012.",TRUE
Hillary Clinton supported NAFTA and permanent China trade. Pennsylvania lost thousands of jobs.,TRUE
Numerous studies have shown that these so-called right-to-work laws do not generate jobs and economic growth.,TRUE
"Obama's budget plan would take national debt up to about 80 percent of gross national product. ... Historically, it's been about 40 percent.",TRUE
Says Hillary Clinton said the Veterans Affairs scandal is over-exaggerated. She said she was satisfied with what was going on.,FALSE
We now have driven (health care) costs down to the lowest theyve been in 50 years.,FALSE
"President Barack Obama's ""initial response when we heard about the Christmas underwear bomber"" was to say that ""this was the act of an isolated extremist.""",TRUE
"Says Sen. Sherrod Brown admitted that his $787 billion stimulus law failed and after specifically attacking Republicans for wanting to lower Americans taxes, (he) now claims that his stimulus bill didnt do enough to lower taxes.",TRUE
"In the 1950s, ""A lot of people got rich and they had to pay a top tax rate of 90 percent.""",TRUE
"The Charleston, S.C., shootershould have never been given a gun, but the universal background check was not fast enough.",TRUE
Sixty-five percent of the Iraqi people now say it's okay to shoot an American soldier.,FALSE
Twelve judges have thrown out legal challenges to the health care law because they rejected the notion that the health care law was unconstitutional.,FALSE
Says Gov. Chris Christies proposal to reduce state income taxes would be the second tax cut for the rich by the governor in two years.,TRUE
Warren (Buffett) still does support me.,TRUE
Says George LeMieux was one of two Republicans who voted for President Barack Obamas jobs bill.,TRUE
A precinct in the Allen West-Patrick Murphy recount has 7 registered voters in Guatemalan community and the tally showed 900 voted!!!!!,FALSE
"About 230,000 people that were on unemployment when I took office are not on unemployment now.",TRUE
"One person, Kathleen Sebelius, was going to determine whether or not 10-year-old lung patient Sarah Murnaghan would live or die.",FALSE
Ron Klein repeatedly voted in favor of amnesty for illegal immigrants.,FALSE
Local law enforcement . . . will have access to the [Obamacare] Data Hubs treasure trove of personal info.,FALSE
"During his tenure as mayor, he saw Houstons crime rates drop to the lowest levels in more than 25 years.",TRUE
Barack Obamas Columbia University ID says he was a foreign student and went by Barry Soetoro.,FALSE
"John McCain, ""one of the richest people in a Senate filled with millionaires,"" says the solution to the housing crisis is for people to get a ""second job"" and ""skip their vacations.""",FALSE
"Terry McAuliffe wants to raise your taxes $1,700 to pay for his infinite promises.",FALSE
"Hypocrisy at the Clinton Foundation: Top male staff made on average $218,029 while top female staff made $153,014 from 2010-2014.",TRUE
"Since the federal Violence Against Women Act was adopted in 1994, cases of domestic violence have fallen by 67 percent.",TRUE
Says federal law enforcement officers cut off questioning of the Christmas Day underwear bomber by giving him a Miranda warning after 30 minutes of questioning.,TRUE
On legalizing illegal immigrants.,TRUE
Nearly half of all pregnancies in the U.S. are unintended.,TRUE
"We are ""borrowing Saudi money for Saudi oil"" with the result being ""dependency and debt.""",TRUE
"Says there are homes for sale on and around (Oswego Lake) right now for under $150,000 that anyone is welcome to buy.",TRUE
"Since the president became the president, we have lost 3.3 million jobs in the private sector. But you know whos done OK and whos not complaining today? The public sector. Weve gained 590,000 public sector jobs.",TRUE
The top 1 percent pay over half of the entire revenue for this country.,FALSE
The difference over the (previous) four years between where things were headed and where we brought them to over the last four years is a total of $816 in saved property tax money.,FALSE
Chris Christie has not increased the taxes on anyone.,TRUE
The United States does not have a system through which growers and dairies can bring a workforce legally into the U.S.,FALSE
Says he never said he would keep education funding the same.,FALSE
"Since 1978, college tuition nationwide has gone up something like four times the rate of inflation.",TRUE
"Says Sen. Rob Portman said, It would be irresponsible not to cut Medicare.",TRUE
"Most of, if not all of, the [DeKalb school construction] projects always came in on or were under budget.",TRUE
(Palin) supported right-wing extremist Pat Buchanan for president in 2000.,FALSE
Says Sen. Sherrod Brown voted to block American energy production and increase energy taxes.,FALSE
Says Jeanne Shaheen voted for a measure that would have amounted to a new national energy tax.,FALSE
"Washington, D.C., had some of the strictest gun laws in the country. And when they passed them, violence skyrocketed.",TRUE
Seven presidents before (Barack Obama) -- Republicans and Democrats -- tried to expand health care to all Americans.,TRUE
"While fighting a move to toughen penalties for workplace gender discrimination, state Sen. Glenn Grothman said he didnt believe women belonged in the workplace but belonged at home, cooking and cleaning and having babies.",FALSE
"If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.",FALSE
What is the proper collective noun for a group of baboons? Believe it or not . . . a Congress!,FALSE
I have repeatedly said that many of the predatory loans that were made in the mortgage system did target African-American and Latino communities.,TRUE
"Starting in December 2007, 1.4 million jobs were created in Texas. In that same period, the rest of the country lost 400,000 jobs.",TRUE
The (health reform) legislation which Washington passed last year has made it more difficult to hire because its increased costs for employers.,FALSE
"The CBO, the Congressional Budget Office has said that Obamacare will kill 800,000 jobs.",FALSE
"Thompson ""voted against $250,000 caps on damages (and) almost anything that would make our legal system fairer.""",FALSE
Texas this fiscal year will have more money in reserve than the other 49 states combined.,FALSE
On using the Strategic Petroleum Reserve.,FALSE
Immigrants are more fertile.,TRUE
"The proposed education changes ""will not cut one teacher's pay.""",TRUE
The number of uninsured people in Massachusetts is about the same as it was when the mandates were passed in 2006.,FALSE
Firearms homicides are down about 40 percent since Texas passed concealed-gun permit law.,TRUE
Upwards of 90 percent of women seeking an abortion decide not to have an abortion after seeing an ultrasound.,FALSE
We spend less on defense today as % of GDP than at any time since Pearl Harbor.,FALSE
If you got rid of the income tax today you'd have about as much revenue as we had 10 years ago.,TRUE
"Says Scott Walker wants to ban common forms of birth control, including the pill.",TRUE
Jason Kander supports [Obamas] plan to bring the remaining suspected terrorists to U.S. soil.,FALSE
"Shelby County donated Im sorry, gave 44 schools to the city of Memphis.",TRUE
"Top U.S. intelligence officials have toldevery member of Congress, including the president, were about to be attacked in a serious way because (of) the threat emanating from Syria and Iraq.",TRUE
Have the suburbs been inundated with former residents of Atlanta housing projects? Absolutely not.,TRUE
"In July 1996, Mitt Romney helped locate the missing teenage daughter of a partner at Bain Capital.",TRUE
Blames Mike McIntyre and Nancy Pelosi for the second straight year of no cost-of-living increases for Social Security beneficiaries.,FALSE
The government is going to have the right to get into your bank account with the health care bill and make transfers without you knowing it.,FALSE
There are mechanisms in place to shut down the Internet privately.,TRUE
The American people support defunding Obamacare and oppose shutting down the government.,FALSE
Report that #GOP insisting on changes to Social Security as part of #fiscalcliff false. BTW those changes are supported by @barackobama.,TRUE
"Nobody has played clips over and over ...of President Obama (saying), If they bring a knife to the fight, well bring a gun.",TRUE
The people of Rhode Island dont want same-sex marriage.,FALSE
"Rep. Paul Ryans Medicare plan lines the pockets of the private insurance companies, increases costs for seniors and does not reduce the deficit.",TRUE
This year in Congress (Connie Mack IV) has missed almost half of his votes.,FALSE
"1/3 of our kids drop out (of high school), cannot go to college or start a career.",FALSE
Not even old Gen. Eisenhower saluted military personnel as president.,FALSE
"If Wisconsins governor cuts perquisites as much as he plans to do, it would still leave (workers) better off than their private sector counterparts.",TRUE
"You cant get on an airplane, but more than 2,000 people on that list have been able to buy a gun.",FALSE
74 percent of Republicans support the Affordable Care Act.,FALSE
"For every $1 spent on afterschool programs, we can save over $5, almost $6, in crime costs down the line.",TRUE
"The federal government has $3 trillion in cash flow, so we can pay our bills and wont default.",TRUE
Says Alex Sink failed Florida homeowners by using predatory lending practices.,FALSE
Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.,FALSE
You cant check out a library book without a photo ID.,FALSE
Says that Starbucks took Christmas off of their brand new cups.,FALSE
Atmospheric conditions could push a footballs pressure down approximately one-and-a-half pounds per square inch.,TRUE
"Hillary Clinton supports unlimited abortion on demand up until the moment of birth, including partial-birth abortion, with taxpayer funding.",FALSE
"Under legislation that has cleared the Georgia House, some children who are legal refugees could obtain state scholarships to attend private schools.",TRUE
"We went from losing 3 million jobs in the last six months of the Bush Administration, adding almost 600,000 private sector jobs in the first six months of the year.",TRUE
The STAR Ohio fund just received the highest possible credit rating one of these funds can receive.,TRUE
"Taxpayers are on the hook ... for less than a third of the proposed new Atlanta Falcons stadium, and those funds are repaid from money that comes from outsiders.",TRUE
"In the last 22 months, businesses have created more than 3 million jobs. Last year, they created the most jobs since 2005.",TRUE
"Every year, more than $40 million are leaving Missouri for the Lone Star State.",TRUE
A college loan is the only loan in the United States that you cannot refinance when interest rates go down.,TRUE
